Endurance_meters,Sprint10m_seconds,Flying20m_seconds,Agility_seconds,CMJ_cm,Squat_BW_multiple,StrengthBW_multiple,BodyFat_percent,PlayerPosition,TrainingStatus,FitnessOutput
1387,1.6,2.582,8.135,54.3,1.72,1.47,13.8,FW,Completed,Fit
1316.6,1.815,2.675,10.318,50.4,1.21,0.99,10,DF,Partial,Unfit
1390.6,1.768,2.611,8.515,63.7,1.93,1.33,5.1,DF,Completed,Fit
1077,1.922,2.919,9.441,40.6,1.25,1.51,8.7,GK,Not Completed,Unfit
1367.4,1.804,2.744,10.126,44.5,1.85,1.58,11.5,FW,Completed,Unfit
1355,1.873,3.011,9.477,43.4,1.91,1.44,13.9,GK,Completed,Unfit
1575.1,1.831,2.919,9.431,52.2,1.84,1.07,8.7,MF,Not Completed,Unfit
1240.4,1.401,2.64,9.019,58.2,1.83,1.22,10,GK,Not Completed,Fit
1123.8,2.065,2.96,9.024,56.4,1.39,1.53,10.3,FW,Partial,Unfit
1446.8,1.627,3.132,9.561,57.3,1.94,1.61,6.8,GK,Completed,Unfit
1441.6,1.529,3.066,11.114,36.2,1.49,1.07,6.1,FW,Partial,Unfit
1214.8,1.809,3.373,9.648,50.2,1.34,1.57,11.4,MF,Partial,Unfit
1625.9,1.695,3.074,9.352,53.6,1.99,1.53,4,MF,Completed,Fit
1428.5,1.904,2.658,9.357,69.3,1.58,1.77,8,DF,Completed,Fit
1119,1.789,3.329,9.533,51.4,1.84,1.43,6.7,MF,Completed,Unfit
1189.7,1.93,3.199,8.751,46.8,1.62,1.57,9.6,DF,Partial,Unfit
983.6,1.841,3.162,9.819,53.2,12.6,1.56,15.8,MF,Completed,Unfit
1604.9,1.768,2.958,9.592,56.3,1.34,1.12,11.1,DF,Not Completed,Unfit
1318.6,1.872,3.029,9.934,65.8,1.54,1.33,12.8,DF,Completed,Fit
1227.3,1.899,2.908,9.434,49.6,1.86,1.44,7.7,FW,Completed,Unfit
1380.2,1.901,2.935,9.559,67.7,1.64,1.08,12.4,GK,Completed,Unfit
1042.7,1.712,2.631,9.255,58.3,1.76,1.69,10.2,GK,Completed,Fit
1247.8,1.798,2.878,9.3,72.4,1.4,1.4,12,FW,Not Completed,Fit
1106,1.918,2.97,8.658,41,1.75,1.34,5.7,GK,Not Completed,Unfit
1312.8,1.882,2.966,8.686,75,1.52,1.23,8.5,DF,Partial,Fit
1385.4,1.64,2.865,9.996,54.1,1.95,1.45,13.3,MF,Completed,Fit
1461,,3.053,10.241,48.8,1.56,1.18,14.2,GK,Completed,Unfit
1457.4,1.856,2.786,9.575,52.9,1.52,1.51,10.4,DF,Not Completed,Fit
1264.1,1.763,2.687,8.898,58.3,1.61,1.3,7.9,DF,Completed,Fit
1308.3,1.737,2.943,9.456,70.4,1.91,1.23,7.3,GK,Partial,Fit
988.1,1.825,2.788,,45.9,1.27,1.47,9.9,GK,Completed,Unfit
1671.2,2.117,2.86,9.147,43.5,1.24,1.55,9.3,GK,Completed,Unfit
1360.7,1.963,2.647,10.962,77.8,1.84,1.23,8.5,FW,Partial,Unfit
1315.1,1.776,3.011,9.079,50,1.43,1.18,15.3,DF,Not Completed,Unfit
1158.4,1.953,2.541,9.384,47.4,1.61,1.45,8.5,MF,Completed,Unfit
1902.9,1.923,2.853,9.565,61.7,2.1,1.23,9,FW,Not Completed,Fit
1564,1.86,3.14,8.811,49.7,1.8,1.11,9.3,DF,Partial,Unfit
1035.1,1.89,2.952,7.5,50.6,2.17,1.56,9.1,MF,Partial,Fit
995.9,1.648,3.034,9.167,53.1,1.72,1.64,7.5,DF,Partial,Unfit
1354.9,1.925,2.623,10.283,36,1.88,1.25,7.5,DF,Completed,Unfit
1516.8,1.811,2.683,9.371,66.8,1.81,2.15,8.4,MF,Partial,Fit
1232.9,1.586,3.065,9.144,40.4,1.61,1.7,12.3,MF,Partial,Unfit
1428.3,1.758,3.305,9.211,51.8,1.53,1.53,10.6,MF,Completed,Unfit
979.5,1.75,2.479,8.147,73.1,2.02,1.14,4,FW,Partial,Unfit
1021.8,1.943,3.226,9.607,59.3,1.96,1.22,9.1,GK,Partial,Unfit
1514.8,1.606,2.776,8.252,55.8,1.6,1.17,9.6,MF,Partial,Unfit
1407,1.816,2.575,9.766,52.5,2.37,1.53,9,FW,Partial,Fit
1356.1,1.778,2.927,9.712,56,1.77,1.76,13.4,DF,Partial,Fit
1538.7,1.923,2.763,9.593,66.2,1.92,1.44,17.1,DF,Completed,Unfit
1416.5,1.812,2.999,9.197,60.1,1.5,1.32,11,GK,Partial,Fit
1107.8,1.844,2.555,9.815,70.6,1.15,1.62,12.2,DF,Not Completed,Unfit
1281.6,1.9,2.906,7.822,67,1.5,1.37,6.1,DF,Completed,Fit
1315.8,1.649,2.814,8.689,54.3,1.55,1.35,11.7,GK,Completed,Fit
1289.8,1.939,2.829,9.432,58.7,2.46,1.35,9.3,MF,Partial,Fit
1388,2.169,2.868,10.247,43.8,1.58,1.86,13.6,FW,Partial,Unfit
1378.5,1.789,3.265,10.183,52.6,1.91,1.34,8.6,MF,Completed,Unfit
1476.4,1.863,2.579,9.311,65.2,1.64,2.07,10.9,FW,Completed,Fit
,1.605,2.999,10.958,48.8,1.65,1.24,11.4,MF,Completed,Unfit
1551.8,2.064,2.967,10.224,59.5,1.73,1.57,12.2,MF,Completed,Unfit
14587,1.667,2.711,8.974,51.8,1.68,1.82,8.2,DF,Partial,Fit
1120.4,1.955,3.454,10.329,49.6,1.43,1.11,8.5,GK,Not Completed,Unfit
995.5,1.685,3.091,9.812,52.1,1.12,1.34,9,GK,Partial,Unfit
1353.8,2.081,3.13,9.716,51.9,1.54,1.4,9,DF,Not Completed,Unfit
1007.6,1.945,3.114,8.127,47.2,2.07,1.49,8.4,DF,Completed,Unfit
1619.5,1.595,2.867,10.164,46.1,1.83,1.41,12,FW,Completed,Unfit
1612.1,1.449,2.839,10.826,60.9,1.86,1.29,18.2,DF,Partial,Unfit
1219.8,1.625,2.61,8.874,54.7,1.58,1.07,7.7,FW,Completed,Unfit
1263.7,2.136,2.583,9.44,55.4,1.52,1.49,11.7,GK,Completed,Unfit
766.3,1.745,2.9,9.093,61.9,1.89,1.39,14.4,MF,Completed,Unfit
1261.6,1.773,2.421,9.065,67.4,2.07,1.56,9.7,MF,Completed,Fit
1747.5,1.991,2.619,9.084,57.6,1.76,2.09,9.6,MF,Partial,Fit
1370.3,1.744,3.188,10.879,52,1.71,1.24,6.8,DF,Partial,Unfit
1177.8,1.835,3.661,9.42,56.6,1.97,1.86,12.5,FW,Completed,Unfit
1126.5,1.859,2.713,10.314,53,1.62,1.14,8.6,FW,Not Completed,Unfit
1491.3,1.678,2.442,7.873,65,2.1,1.56,10.9,DF,Partial,Fit
,1.873,2.935,8.621,61.8,1.56,1.65,8.8,MF,Partial,Fit
1016,2.042,3.103,10.1,65,1.81,1.56,6.4,GK,Completed,Unfit
1465.3,1.804,3.159,9.902,63.4,1.07,1.09,14.5,MF,Not Completed,Unfit
1091.5,1.719,3.007,8.584,78,1.84,1.31,5.6,DF,Not Completed,Fit
1480.4,1.981,2.659,9.416,52.3,2.2,1.66,6.1,FW,Not Completed,Fit
1224.7,1.796,2.671,10.039,58.6,1.89,1.18,12.8,GK,Completed,Unfit
1166,1.863,3.152,10.176,56,1.61,1.13,13.5,FW,Completed,Unfit
1111.5,1.776,2.834,9.404,41.2,1.49,1.33,11.5,GK,Not Completed,Unfit
1638.8,1.897,2.847,8.837,49,1.72,1.3,10.9,MF,Partial,Unfit
1320.3,1.869,2.375,9.665,,1.64,1.14,11,MF,Partial,Unfit
1218.8,2.033,2.294,9.154,,1.57,1.79,12.6,GK,Partial,Unfit
1666.4,2.083,3.216,9.1,55.5,1.77,1.65,14.5,GK,Not Completed,Unfit
1518,1.779,3.206,10.106,62.2,1.26,0.88,8.7,MF,Completed,Unfit
1377.4,1.938,2.223,9.896,63.2,1.33,1.71,8.9,DF,Partial,Fit
1444.1,1.916,2.93,9.009,49.8,1.54,1.13,8.4,DF,Partial,Unfit
1156.5,1.643,3.125,9.737,48.5,1.5,1.77,6.7,GK,Not Completed,Unfit
1563.4,1.872,2.783,9.782,70.2,1.11,1.39,8.7,GK,Partial,Unfit
1608.4,1.961,2.816,9.137,74.7,1.84,0.92,13.1,MF,Partial,Unfit
1041.6,1.968,3.285,9,53,1.35,1.34,16,FW,Partial,Unfit
1433.3,1.709,2.919,8.901,55.6,1.72,1.33,9.2,GK,Not Completed,Fit
882.1,1.527,2.874,10.803,49.8,1.61,0.98,6.4,GK,Partial,Unfit
1595.8,1.883,2.998,8.399,48.1,1.54,1.41,11.6,FW,Not Completed,Unfit
1606.7,1.807,2.441,9.853,64,2.14,1.17,10.8,FW,Completed,Unfit
1038.3,1.954,2.705,9.567,73.3,1.91,1.11,12.6,DF,Partial,Unfit
1438.1,1.712,3.2,9.671,79.2,2.3,1.84,11.3,GK,Not Completed,Unfit
1937.8,2.107,3.043,10.37,62.9,1.63,1.29,9.8,GK,Completed,Unfit
1178.9,1.82,2.956,9.278,48.2,2.38,1.21,4.2,MF,Not Completed,Unfit
1513.4,2.089,2.994,10.743,51.3,1.57,1.53,9.2,FW,Completed,Unfit
889.6,2.062,2.983,8.722,66,1.68,1.55,14.2,FW,Not Completed,Unfit
1258.2,1.856,2.937,9.822,72.7,1.98,1.89,13.7,FW,Not Completed,Fit
1393.6,1.879,2.958,10.688,50.7,1.37,0.78,4.5,FW,Completed,Unfit
1236.8,1.645,3.039,10.375,46.1,1.56,1.36,11.8,GK,Partial,Unfit
990.9,1.83,3.034,8.877,38.2,1.24,1.65,14,DF,Completed,Unfit
1744.9,1.823,3.659,10.215,55.6,2.13,0.97,7.2,DF,Completed,Unfit
1333.5,1.769,3.303,9.674,57.3,1.63,1.68,11.9,GK,Partial,Unfit
1695.7,1.858,2.951,9.676,43.3,1.77,1.57,12.5,DF,Completed,Unfit
1235.7,1.791,3.096,8.723,57.9,1.92,1.22,6.7,DF,Completed,Fit
1327.9,1.804,3.174,10.271,70.2,1.78,1.3,5.1,DF,Completed,Unfit
1366,1.664,2.7,10.119,61.6,1.8,1.55,11.2,FW,Completed,Fit
1250.1,1.742,3.187,9.611,57.1,1.58,0.93,8.9,GK,Partial,Unfit
1769.7,1.837,2.272,9.591,50.4,1.87,1.76,17.9,FW,Not Completed,Unfit
1347.1,1.874,2.887,9.407,53.5,1.45,1.12,8,MF,Completed,Unfit
1306.9,1.91,3.044,10.094,75,2,1.6,6.4,GK,Not Completed,Fit
907.8,1.824,2.731,9.563,49.3,1.35,1.52,9.1,FW,Completed,Unfit
1080.7,1.845,2.905,9.808,32.5,1.5,1.57,8.8,GK,Not Completed,Unfit
1093.6,2.087,3.037,8.638,49.7,1.58,1.31,7.1,GK,Completed,Unfit
1121.6,1.875,3.173,9.41,60,1.54,1.22,7.9,DF,Partial,Unfit
1153.5,2.058,2.92,9.014,50.5,2.1,1.44,11.7,GK,Partial,Unfit
1515.8,1.825,3.051,9.204,47.6,1.14,1.5,13,MF,Completed,Unfit
1658.2,1.792,3.14,8.583,69.2,1.34,1.66,6.5,MF,Partial,Unfit
1287.8,2.04,3.286,8.906,50.6,1.87,1.59,10.4,DF,Partial,Unfit
1412.4,2.175,2.471,8.775,62.3,1.43,1.86,11.8,DF,Partial,Unfit
1617.4,1.977,2.619,10.094,64.3,1.76,1.87,9.3,DF,Completed,Fit
1363.5,1.995,2.893,10.686,59.2,1.25,1.51,10.5,FW,Partial,Unfit
1589.4,1.913,2.87,10.542,47.3,2.15,1.2,10.4,GK,Completed,Unfit
1394.3,1.808,2.611,9.28,67.5,1.97,1.13,8.9,DF,Completed,Unfit
1272.5,1.703,2.77,10.502,34.9,1.71,1.02,11.3,MF,Completed,Unfit
1551.4,1.833,2.842,10.862,76.7,1.67,1.56,15.2,MF,Not Completed,Unfit
844.2,1.966,3.351,10.489,40.3,1.44,1.27,4.9,FW,Partial,Unfit
,1.752,2.812,8.713,54,1.84,1.37,10.1,FW,Completed,Fit
1481.9,2.191,2.828,9.112,50.8,2.13,1.6,11.5,GK,Partial,Unfit
1094.3,1.735,3.147,8.815,54.9,1.29,1.7,11.8,MF,Not Completed,Unfit
962.1,1.611,2.85,9.339,60.8,1.3,1.76,7.9,GK,Not Completed,Unfit
1391.2,2,2.815,9.673,59.8,2.02,1.66,11.2,DF,Partial,Unfit
1400.7,1.717,2.591,9.692,66.4,1.84,1.18,6.9,MF,Completed,Unfit
1086.8,1.991,26.4,9.104,29.9,2.22,1.93,15.5,FW,Partial,Unfit
1047.7,1.809,3.15,9.401,44.3,1.72,1.55,7.7,DF,Not Completed,Unfit
1219.8,1.757,2.883,9.133,63.6,1.61,1.38,9.4,MF,Not Completed,Fit
1023.1,1.793,3.009,9.349,60.1,2.69,1.7,4,MF,Partial,Fit
1255.6,1.891,2.848,9.739,67.7,2.33,0.95,8,DF,Partial,Unfit
1170.3,1.747,2.945,10.495,40.3,1.21,1.3,10.7,GK,Completed,Unfit
1356.5,1.832,3.264,9.218,60.5,1.43,1.42,11.1,FW,Completed,Unfit
1105.2,1.895,2.971,8.776,65.1,1.52,1.62,10.3,MF,Not Completed,Fit
1474.5,1.818,2.817,8.483,61.7,1.93,1.59,4,GK,Partial,Fit
777.8,1.957,3.235,10.313,68.8,1.87,1.1,8,FW,Not Completed,Unfit
1368.4,1.892,2.884,10.604,56.6,1.53,1.73,8,GK,Partial,Unfit
1481.4,1.915,2.847,10.332,,1.51,1.33,9.2,MF,Completed,Unfit
1439.8,1.915,3.027,8.714,56.6,1.61,1.17,8.1,MF,Partial,Unfit
1085.7,1.987,2.849,10.064,43.2,1.51,1.64,8.1,DF,Completed,Unfit
1674.1,2.147,2.833,10.128,57.1,1.68,1.07,14.1,FW,Not Completed,Unfit
1366.8,1.552,3.199,9.527,71.3,2.26,1.51,10.6,MF,Not Completed,Unfit
1035.7,1.704,3.107,9.954,35,2.06,1.11,7.5,GK,Partial,Unfit
1360.7,1.867,2.968,8.827,37.6,1.32,1.57,11.8,FW,Completed,Unfit
1389.4,1.819,2.987,8.772,58.4,1.62,1.56,8.7,DF,Partial,Fit
1563.9,1.607,2.501,8.958,63,1.99,1.43,11.4,GK,Completed,Fit
1155.1,1.968,2.89,9.558,41,1.6,1.58,6.3,GK,Completed,Unfit
1270.2,1.892,2.727,8.902,52.2,1.65,1.41,8.8,DF,Partial,Fit
1012.6,1.661,2.773,9.152,63.7,1.58,1.38,11,MF,Partial,Fit
873.9,1.635,2.681,9.887,44.5,1.69,1.22,12.4,GK,Completed,Unfit
1260.4,1.899,2.956,8.777,73.4,1.88,1.3,10.5,MF,Completed,Fit
1714,1.752,2.869,10.073,55.3,1.42,1.32,7.6,GK,Not Completed,Fit
1100.5,1.83,3.014,9.236,66,1.6,1.06,9,DF,Completed,Unfit
,1.844,2.571,9.588,55.3,1.34,1.56,10.8,DF,Partial,Fit
1391.7,1.825,2.697,9.554,65.7,1.75,0.88,15.8,GK,Partial,Unfit
1264.7,1.837,2.931,8.989,56.6,1.17,0.97,6.3,FW,Not Completed,Unfit
1077.6,1.656,3.014,9.634,69.9,1.85,1.1,7.3,DF,Partial,Unfit
1399.1,2.019,2.697,9.749,65.1,1.67,0.93,6.2,GK,Partial,Unfit
1391.6,1.926,3.105,8.91,50.6,2.04,1.38,10.4,MF,Not Completed,Unfit
1275.6,1.82,2.541,8.826,53.7,1.01,1.01,6.6,MF,Completed,Unfit
1590.4,1.65,2.638,9.526,44.3,2.1,1.26,14.3,DF,Partial,Unfit
1518.3,1.615,3.093,9.415,71.9,2.35,1.29,8.3,FW,Not Completed,Fit
1469.6,2.169,2.606,9.935,47.8,1.92,1.18,4.3,DF,Completed,Unfit
1558.8,2.09,2.831,10.81,51.1,1.9,1.32,12.3,GK,Completed,Unfit
963.7,1.683,2.775,9.528,61.1,1.65,1.15,6.9,DF,Completed,Unfit
1221,1.564,2.785,8.686,43.9,1.68,1.23,15.8,GK,Partial,Unfit
1824.7,2.016,3.053,10.253,45,2.12,2.05,11,DF,Partial,Unfit
1347.5,2.179,2.624,,48.5,1.93,1.87,14.5,DF,Partial,Unfit
1410.4,1.964,3.196,9.517,65.5,0.96,1.26,9,GK,Completed,Unfit
1903.4,2.016,2.941,9.786,53,1.99,1.41,8.5,MF,Completed,Unfit
975.9,1.938,2.728,9.741,53.1,1.93,1.13,6,GK,Completed,Unfit
,1.839,3.365,7.964,63.9,1.31,1.53,8.4,GK,Completed,Unfit
1477.4,1.817,2.61,9.777,78.7,1.36,0.88,10.6,GK,Completed,Unfit
1109.4,1.857,2.941,10.154,44.2,1.98,1.76,7.5,MF,Partial,Unfit
1543.9,1.766,3.184,8.902,51.9,1.66,1.05,9.5,FW,Partial,Unfit
1312.4,2.135,2.511,9.189,61.2,1.61,1.54,10.9,MF,Partial,Unfit
859.8,1.819,2.925,10.311,55.9,1.41,1.22,8.5,MF,Partial,Unfit
1207.9,2.073,2.943,10.539,48.7,1.86,1.44,14.4,DF,Partial,Unfit
1365.6,1.774,3.149,9.109,65.9,1.15,1.44,5.3,FW,Not Completed,Unfit
1582.1,1.917,2.981,9.817,46.3,1.98,1.18,8,DF,Completed,Unfit
1226.5,1.869,2.633,9.96,53.8,1.83,0.96,4.8,FW,Partial,Unfit
886.7,1.653,2.832,9.634,58,1.75,1.05,7.5,DF,Partial,Unfit
1436.7,1.862,2.608,10.982,58.6,1.92,1.53,13.4,DF,Completed,Unfit
1610.2,1.914,2.405,8.319,39.6,1.93,1.69,11,GK,Not Completed,Unfit
1379.6,1.855,2.778,9.035,40.3,1.76,0.93,8.4,GK,Partial,Unfit
1381.3,1.812,2.996,8.976,46.2,1.88,1.62,6.7,MF,Partial,Unfit
1216.3,2.029,2.928,9.045,51.8,1.93,1.45,13.7,GK,Completed,Unfit
666.5,1.967,3.238,9.365,34.1,1.6,1.65,9.4,FW,Partial,Unfit
1753.6,1.959,2.909,10.655,42.8,1.64,1.51,10,DF,Completed,Unfit
1139.1,1.803,3.137,11.446,57.7,1.3,1.8,12.5,MF,Partial,Unfit
1501.2,20.81,2.843,9.434,48.8,1.89,1.49,17.4,GK,Partial,Unfit
971.4,1.86,2.688,8.812,49.7,2.01,1.36,11.7,GK,Completed,Unfit
1278.5,1.64,2.718,94.73,60.7,1.78,1.66,9.2,FW,Completed,Fit
1347.8,1.869,2.945,9.872,75,1.87,1.27,11.8,MF,Partial,Fit
1172.3,1.77,2.695,9.892,48.6,2.08,1.3,8.1,DF,Completed,Unfit
1732.1,1.949,2.828,9.806,62.3,1.88,1.44,12.9,FW,Partial,Fit
1413.3,1.997,2.746,9.823,54.1,1.64,1.2,10.5,GK,Completed,Unfit
1439.9,2.113,2.97,8.641,29.6,1.5,1.26,12.1,GK,Partial,Unfit
784.3,1.793,,9.22,53.9,1.63,1.72,11.3,MF,Not Completed,Unfit
1483.9,1.695,2.982,8.774,51.5,1.74,1.26,9.8,MF,Not Completed,Fit
1716.3,1.956,3.163,8.59,44.9,1.95,14,10.2,GK,Partial,Unfit
957.5,1.876,2.57,8.836,43.1,1.8,1.49,11.1,MF,Completed,Unfit
1391.9,1.752,3.199,9.295,42.9,1.71,1.31,6.1,MF,Partial,Unfit
1537.7,1.873,3.274,9.052,46.3,1.75,1.2,6.5,MF,Completed,Unfit
1669.4,1.902,3.077,9.431,51,1.8,1.22,11.5,FW,Not Completed,Fit
1183.8,1.969,3.378,9.487,63.5,1.34,1.39,14.9,GK,Completed,Unfit
1696.3,1.894,3.181,9.899,58.4,2.03,1.54,9.4,MF,Completed,Unfit
1651.7,2.024,2.732,10.604,48.5,1.87,1.37,9.2,GK,Completed,Unfit
1609.7,2.01,2.654,9.358,67.8,1.71,1.39,10.4,DF,Completed,Unfit
1438.2,2.138,2.828,9.696,61.9,1.62,1.23,11.3,GK,Completed,Unfit
1691.5,1.875,3.169,9.383,53.7,1.79,1.12,15,MF,Completed,Unfit
1685.7,1.887,,9.292,50.2,1.61,0.94,7.7,FW,Partial,Unfit
988.3,2.011,2.878,8.67,44.5,1.91,1.25,9.2,FW,Completed,Unfit
1240.2,2.068,3.605,10.923,55.8,1.81,1.38,7.5,MF,Partial,Unfit
1244.5,1.782,3.14,10.182,55.5,1.73,1.28,12.3,DF,Partial,Unfit
1310.9,1.858,2.99,8.996,55.3,1.75,1.77,9.6,GK,Partial,Fit
1060.3,2.084,2.737,10.591,58.1,2.22,1.01,10.1,DF,Not Completed,Unfit
1271.5,1.849,3.329,9.833,59.8,1.81,1.82,13,DF,Partial,Unfit
1173.8,1.827,2.967,9.021,55.5,1.66,1.53,11.6,GK,Partial,Fit
1431.5,1.909,2.524,8.175,37.9,1.9,1.56,5.9,GK,Not Completed,Unfit
1231.2,1.936,2.511,9.735,57.2,1.61,1.32,10.7,MF,Completed,Fit
1221.6,2.091,2.732,10.14,55.5,1.47,1.1,9.4,GK,Completed,Unfit
1562,1.703,3.411,9.102,45.2,1.98,0.92,11.3,MF,Not Completed,Unfit
1074.5,2.054,2.571,8.5,55.2,1.22,1.45,9.7,GK,Completed,Unfit
1282.9,,2.789,8.777,53.4,1.69,1.09,7.6,MF,Partial,Unfit
1447.9,2.056,2.804,10.047,56.7,1.88,1.19,12,DF,Partial,Unfit
1361,1.915,3.185,8.246,61.2,1.79,1.53,15.5,MF,Completed,Unfit
1660.6,2.007,2.803,9.02,64.7,1.81,1.28,8.5,FW,Partial,Unfit
1342.2,1.893,3.019,10.339,53.6,1.54,1.09,11.2,FW,Completed,Unfit
968.1,1.733,2.64,10.864,54.7,1.62,1.69,13.1,GK,Completed,Unfit
922.7,1.711,3.029,10.648,54.3,1.73,1.68,6.8,FW,Completed,Unfit
1161.3,1.522,2.787,8.408,63.5,1.23,1.16,9.1,FW,Not Completed,Unfit
1469.1,1.889,3.11,9.181,56,1.62,1.16,8.9,MF,Completed,Unfit
1294.1,1.846,2.43,10.258,60.4,1.78,1.52,11.2,GK,Partial,Fit
1342.4,1.859,2.784,10.318,,1.51,1.13,5.3,GK,Completed,Unfit
1630.4,1.867,2.9,9.295,62.6,1.28,1.23,10.8,GK,Completed,Unfit
1026.2,2.105,2.936,,75.4,2.11,1.07,11.9,DF,Partial,Unfit
1347.8,1.874,2.848,9.416,80.5,1.21,1.46,12.5,FW,Completed,Unfit
,1.808,2.881,8.655,53.1,1.55,1.88,8.2,MF,Not Completed,Fit
1333.7,1.635,2.793,10.175,53.2,1.72,1.35,13.1,MF,Not Completed,Fit
1524.4,2.029,3.239,9.002,59.1,1.81,1.15,7,MF,Partial,Unfit
1200.1,2.004,3.006,9.808,51.3,1.28,1.37,10.7,GK,Not Completed,Unfit
664.7,1.862,3.063,9.927,50.6,1.98,1.69,12.4,MF,Partial,Unfit
1318,,2.563,8.868,46.5,1.54,1.34,11.6,MF,Partial,Unfit
1114.3,1.904,2.955,10.381,73.5,1.78,1.76,9.1,DF,Completed,Fit
1397.6,1.442,2.978,10.095,54.8,1.66,1.5,6.7,FW,Partial,Fit
1356.6,1.771,2.917,8.385,60.2,1.62,1.46,8,FW,Not Completed,Fit
1255.2,1.785,2.933,9.612,38.8,2.05,1.45,15.9,GK,Partial,Unfit
1542.9,1.911,3.03,10.663,61.7,1.63,1.86,10.4,GK,Partial,Unfit
1385.2,1.988,2.537,9.894,48.9,1.52,1.47,12.7,MF,Not Completed,Unfit
1186.9,1.874,2.686,9.359,52.1,2.11,1.82,7.9,DF,Partial,Fit
1209.1,1.835,,9.085,49.4,1.33,1.5,12.4,GK,Partial,Unfit
1565.4,2.221,3.05,9.706,56.6,1.43,1.05,15.3,FW,Not Completed,Unfit
1176.7,1.791,2.906,10.28,69.2,1.78,1.46,12.9,MF,Completed,Fit
1391.2,1.686,3.176,8.561,68.8,1.69,1.37,11.8,GK,Completed,Unfit
1654.4,1.989,2.691,8.544,63.3,1.73,1.57,8.7,GK,Completed,Fit
1427.3,1.839,3.077,11.139,39.3,1.96,1.52,13.5,DF,Not Completed,Unfit
1407.9,1.859,3.209,10.865,53.6,1.34,1.45,8.9,GK,Partial,Unfit
1210.3,1.713,3.141,9.545,59.8,1.51,1.56,13,MF,Completed,Unfit
1629.4,1.876,3.384,10.102,53.8,1.15,1.77,7.4,DF,Completed,Unfit
1292.9,,3.2,10.869,57.2,1.59,1.63,5.2,GK,Completed,Unfit
1333.9,1.608,3.414,10.113,67.1,1.23,1.42,8.7,MF,Completed,Unfit
977.4,1.724,2.497,10.039,46.1,1.97,1,9.5,MF,Partial,Unfit
1595.8,1.72,2.602,9.282,46.2,1.65,1.33,12.3,MF,Completed,Unfit
1341.3,1.899,3.572,9.308,62,2.31,0.97,9.5,FW,Partial,Unfit
1166,1.952,2.465,10.475,60.2,1.68,1.55,6.1,MF,Completed,Fit
1119.6,1.928,2.886,9.616,51.2,1.6,1.7,7.5,FW,Completed,Fit
1300.1,1.559,3.066,10.404,66.6,2.15,1.52,6.8,DF,Not Completed,Fit
1297.6,1.837,2.569,9.045,44,1.68,1.39,9.7,FW,Partial,Unfit
1510.8,1.906,3.174,10.613,54.2,2.13,1.8,6,GK,Not Completed,Unfit
1597.8,1.813,3.097,9.332,72,2.08,1.31,8,MF,Completed,Fit
1194.8,1.992,2.692,10.561,51,1.99,1.5,12.9,GK,Completed,Unfit
1011.7,2.121,3.287,10.186,53.9,1.23,0.78,7.8,FW,Partial,Unfit
1008.2,2.218,3.111,10.478,46.6,1.7,1.45,8.7,GK,Completed,Unfit
1125.3,1.888,2.959,10.546,52,1.63,1.65,10.3,DF,Completed,Unfit
1239.8,1.756,3.368,9.04,43.6,1.86,1.26,8.8,DF,Partial,Unfit
1228.5,1.541,2.956,9.197,80.2,1.97,1.72,12.6,DF,Completed,Fit
1383.5,1.969,3.071,8.882,33.7,1.72,1.28,6.8,MF,Completed,Unfit
1776,1.705,3.087,8.536,54,2.2,1.49,12.9,FW,Completed,Fit
1539.9,1.642,2.514,10.852,68.9,1.92,1.21,10.8,DF,Completed,Unfit
1486.5,1.916,2.767,10.246,76.7,1.7,1.57,9.1,MF,Completed,Fit
1169.6,1.583,2.933,9.63,58.6,1.92,1.34,7.9,GK,Partial,Fit
1233.1,1.78,3.096,9.012,60.6,1.49,1.32,11.8,GK,Partial,Fit
885.4,1.652,3.081,9.781,39.9,1.56,1.66,4,DF,Completed,Unfit
803.1,1.486,2.922,9.071,45.3,1.87,1.34,11.2,DF,Partial,Unfit
1114.7,1.632,2.926,10.138,71.6,1.6,1.37,8.9,DF,Not Completed,Fit
1478.9,1.817,2.862,9.228,59.3,1.79,1.31,12.9,FW,Completed,Fit
1600.6,1.886,2.932,9.018,73.8,2.02,1.3,13.9,FW,Completed,Fit
1230.5,1.601,2.53,10.008,56.1,2.01,1.45,9,GK,Not Completed,Fit
1208.7,1.692,3.285,9.014,,1.52,1.5,11.2,DF,Partial,Unfit
1433.2,1.479,2.503,8.942,55,1.72,1.34,6.8,DF,Partial,Fit
1357,1.979,2.725,8.39,36.1,1.48,1.48,10.3,GK,Completed,Unfit
1428.5,1.663,2.572,10.842,64.1,1.53,14.2,15.1,DF,Partial,Unfit
1152.5,1.739,3.471,8.684,59.7,1.65,1.62,14.7,GK,Partial,Unfit
1406.4,1.922,3.091,9.091,,1.87,1.58,10.9,GK,Completed,Fit
,1.76,3.216,8.647,51.9,1.67,1.33,12.3,FW,Partial,Unfit
1399.8,2.063,3.16,8.362,62.1,1.92,1.47,8.2,FW,Partial,Unfit
1648.1,2.186,2.676,9.601,52.8,2.17,1.57,10,FW,Completed,Unfit
1302.4,1.768,3.748,10.699,59.3,1.81,1.32,10.5,MF,Completed,Unfit
1407.8,1.809,2.814,10.123,34.8,1.96,1.81,7.7,MF,Partial,Unfit
